gene	transcript	hgvs_c	classification	PhastCons100way	PhyloP100way	REVEL	SpliceAI_masked	FAF95_grpmax	CADD_phred	AlphaMissense_pred	ClinVar_sig
HOXB13	NM_006361.5	c.144T>A	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.027	-0.329				34.0		
HOXB13	NM_006361.5	c.124C>G	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.97	1.135	0.333			18.25	B	Uncertain_significance
HOXB13	NM_006361.5	c.124C>A	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.97	1.135	0.302			23.6	B	Uncertain_significance
HOXB13	NM_006361.5	c.108C>G	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.667	0.574	0.396			22.2	B	
HOXB13	NM_006361.5	c.108C>A	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.667	0.574	0.396			22.1	B	Uncertain_significance
HOXB13	NM_006361.5	c.97C>G	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.988	2.452	0.101			19.85	B	Uncertain_significance
HOXB13	NM_006361.5	c.97C>A	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.988	2.452	0.080			22.9	B	
HOXB13	NM_006361.5	c.73C>T	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.773	0.931	0.480			25.2	B	Uncertain_significance
HOXB13	NM_006361.5	c.73C>G	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.773	0.931	0.375			22.6	B	
HOXB13	NM_006361.5	c.55C>G	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.897	1.489	0.142			18.64	B	
HOXB13	NM_006361.5	c.55C>A	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.897	1.489	0.108			20.9	B	
HOXB13	NM_006361.5	c.54G>T	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.68	-0.033	0.289			18.16	B	Uncertain_significance
HOXB13	NM_006361.5	c.54G>C	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.68	-0.033	0.289			18.15	B	
HOXB13	NM_006361.5	c.52T>G	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.993	0.581	0.520			20.5	B	
HOXB13	NM_006361.5	c.52T>A	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.993	0.581	0.486			23.2	B	
HOXB13	NM_006361.5	c.48A>T	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.501	-0.368	0.191			16.11	B	Uncertain_significance
HOXB13	NM_006361.5	c.48A>C	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.501	-0.368	0.191			16.02	B	
HOXB13	NM_006361.5	c.42T>G	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.999	0.616	0.279			12.78	B	
HOXB13	NM_006361.5	c.42T>A	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.999	0.616	0.277			12.78	B	
HOXB13	NM_006361.5	c.30T>G	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.963	0.14	0.381			17.95	B	Uncertain_significance
HOXB13	NM_006361.5	c.30T>A	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.963	0.14	0.381			17.82	B	
IDH3B	NM_006899.5	c.*309G>T	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.01	0.11				7.129		
IDH3B	NM_006899.5	c.*309G>C	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.01	0.11				7.31		
IDH3B	NM_006899.5	c.*303C>G	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.0	-0.083	0.019			11.4	LB	
IDH3B	NM_006899.5	c.*303C>A	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.0	-0.083	0.023			11.23	LB	
IDH3B	NM_006899.5	c.*279G>T	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.999	0.671	0.090		6.80000e-07	16.39	LB	
IDH3B	NM_006899.5	c.*279G>C	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.999	0.671	0.106			16.47	LB	
IDH3B	NM_006899.5	c.*267T>G	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.027	-0.855	0.054		2.80000e-07	7.513	LB	
IDH3B	NM_006899.5	c.*267T>A	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.027	-0.855	0.066			8.695	LB	
IDH3B	NM_006899.5	c.*235A>G	Benign FAF >5% [ClinVar agrees]	1.0	6.832			0.187565	19.56	LB	Benign/Likely_benign
KMT2D	NM_003482.3	c.16350C>A	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.999	0.574				9.746		
KMT2D	NM_003482.3	c.16344A>T	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.214	-0.571				7.696		
KMT2D	NM_003482.3	c.16344A>G	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.214	-0.571				9.119		
KMT2D	NM_003482.3	c.10441-4G>T	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0, PhyloP<0.1, intronic_ROI(-4)	0.0	-1.014				0.728		
KMT2D	NM_003482.3	c.10441-4G>C	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0, PhyloP<0.1, intronic_ROI(-4)	0.0	-1.014				0.808		
KMT2D	NM_003482.3	c.10441-6T>G	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0, PhyloP<0.1, intronic_ROI(-6)	0.0	-0.023				14.26		
KMT2D	NM_003482.3	c.10441-6T>A	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0, PhyloP<0.1, intronic_ROI(-6)	0.0	-0.023				5.574		
KMT2D	NM_003482.3	c.7144C>T	Benign FAF >5% [ClinVar agrees]	1.0	6.613	.;0.451;.;.		0.0775357	22.4	.;B;.;.	Benign
KMT2D	NM_003482.3	c.2438C>T	Benign FAF >5% [ClinVar agrees]	0.0	-0.479	.;0.023;.;.		0.0567237	0.939	.;B;.;.	Benign
KMT2D	NM_003482.3	c.1426G>A	Benign FAF >5% [ClinVar agrees]	0.0	-2.148	.;0.168;.;.		0.306915	0.375	.;B;.;.	Benign
LZTR1	NM_006767.4	c.1452G>A	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.923	0.097				3.55		
LZTR1	NM_006767.4	c.1452G>C	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.923	0.097				19.24		
LZTR1	NM_006767.4	c.1452G>T	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.923	0.097				19.29		
MAD2L2	NM_006341.4	c.441A>T	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.001	-1.967	.;.			0.252	.;.	
MAD2L2	NM_006341.4	c.441A>G	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.001	-1.967	.;.			0.302	.;.	
MAD2L2	NM_006341.4	c.441A>C	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.001	-1.967	.;.			0.256	.;.	
MAD2L2	NM_006341.4	c.232-4G>T	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0, PhyloP<0.1, intronic_ROI(-4)	0.033	-0.28				8.248		
MAD2L2	NM_006341.4	c.232-4G>C	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0, PhyloP<0.1, intronic_ROI(-4)	0.033	-0.28				9.079		
MAD2L2	NM_006341.4	c.41-14G>T	Benign FAF >5%	0.001	0.687	.;.;.;.;0.029		0.0744855	14.75	.;.;.;.;LB	
MBD4	NM_001276270.2	c.1647+6G>T	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0, PhyloP<0.1, intronic_ROI(+6)	0.129	-0.08	0.034			6.42	LB	
MBD4	NM_001276270.2	c.1647+6G>C	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0, PhyloP<0.1, intronic_ROI(+6)	0.129	-0.08	0.034			6.482	LB	
MBD4	NM_001276270.2	c.1596T>G	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.084	-0.655				12.77		
MBD4	NM_001276270.2	c.1596T>C	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.084	-0.655				10.13		
MBD4	NM_001276270.2	c.1596T>A	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.084	-0.655				12.68		
MBD4	NM_001276270.2	c.1186G>T	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.949	0.963	.;.			23.7	.;.	
MBD4	NM_001276270.2	c.1186G>C	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.949	0.963	.;.			23.2	.;.	
MBD4	NM_001276270.2	c.1186G>A	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.949	0.963	.;.			21.0	.;.	
MBD4	NM_001276270.2	c.1185A>T	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.98	0.884	.;.			20.2	.;.	
MBD4	NM_001276270.2	c.1185A>G	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.98	0.884	.;.			13.1	.;.	
MBD4	NM_001276270.2	c.1185A>C	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.98	0.884	.;.			19.86	.;.	
MBD4	NM_001276270.2	c.1036G>A	Benign FAF >5% [ClinVar agrees]	0.0	-1.746	0.259;0.259;.;0.259;.;.;.;.;0.259		0.368178	0.002	LB;B;.;LB;.;.;.;.;LB	Benign
MBD4	NM_001276270.2	c.1024T>C	Benign FAF >5% [ClinVar agrees]	0.089	0.217	0.285;0.285;.;0.285;.;.;.;.;0.285		0.124457	12.47	LB;B;.;LB;.;.;.;.;LB	Benign
MBD4	NM_001276270.2	c.817G>A	Benign FAF >5% [ClinVar agrees]	0.001	0.275	0.212;0.212;.;0.212;.;.;.;.;0.212		0.116705	12.53	LB;B;.;LB;.;.;.;.;LB	Benign
MBD4	NM_001276270.2	c.446G>T	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.02	0.38	.;.			18.85	.;.	
MBD4	NM_001276270.2	c.446G>C	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.02	0.38	.;.			14.8	.;.	
MBD4	NM_001276270.2	c.446G>A	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.02	0.38	.;.			12.98	.;.	
MBD4	NM_001276270.2	c.445A>T	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.157	1.363	.;.			21.7	.;.	
MBD4	NM_001276270.2	c.445A>G	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.157	1.363	.;.			15.76	.;.	
MBD4	NM_001276270.2	c.445A>C	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.157	1.363	.;.			7.522	.;.	
MBD4	NM_001276270.2	c.249T>G	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.0	-0.479				8.334		
MBD4	NM_001276270.2	c.249T>C	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.0	-0.479				3.228		
MBD4	NM_001276270.2	c.249T>A	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.0	-0.479				7.325		
MBD4	NM_001276270.2	c.248G>T	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.0	-2.285			7.90000e-07	0.264		
MBD4	NM_001276270.2	c.248G>C	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.0	-2.285				0.261		Uncertain_significance
MBD4	NM_001276270.2	c.248G>A	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.0	-2.285			5.81800e-05	0.105		Conflicting_classifications_of_pathogenicity
MDH2	NM_005918.4	c.26C>T	Benign FAF >5% [ClinVar agrees]	0.003	0.423	.;.;.;.;.;.;.;0.063;.;.;0.063		0.638101	18.09	.;.;.;.;.;.;.;B;.;.;LB	Benign
MDH2	NM_005918.4	c.633+6C>A	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0, PhyloP<0.1, intronic_ROI(+6)	0.0	-0.008				0.014		
MDH2	NM_005918.4	c.633+6C>G	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0, PhyloP<0.1, intronic_ROI(+6)	0.0	-0.008				0.01		
MDH2	NM_005918.4	c.633+17C>T	Benign FAF >5% [ClinVar agrees]	0.0	-2.572			0.722969	0.053		Benign
MDH2	NM_005918.4	c.633+55C>G	Benign FAF >5% [ClinVar agrees]	0.0	-2.453			0.0797684	0.336		Benign
MDH2	NM_005918.4	c.891G>A	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.319	-0.336				1.162		
MDH2	NM_005918.4	c.891G>C	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.319	-0.336				0.88		
MDH2	NM_005918.4	c.891G>T	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.319	-0.336				0.822		
MDH2	NM_005918.4	c.902A>G	Benign FAF >5% [ClinVar agrees]	1.0	7.527	.;.;.;.;.;0.229;.;0.229;.;.;0.229		0.0526314	21.4	.;.;.;.;.;LB;.;B;.;.;LB	Benign
MERTK	NM_006343.3	c.60A>T	Benign FAF >5%	0.712	0.757	0.076;.		0.0694460	14.73	LB;.	Conflicting_classifications_of_pathogenicity
MERTK	NM_006343.3	c.353G>A	Benign FAF >5% [ClinVar agrees]	0.001	-0.33	0.060;.		0.299263	0.267	LB;.	Benign
MERTK	NM_006343.3	c.844G>A	Benign FAF >5% [ClinVar agrees]	1.0	5.941	0.129;0.129;.		0.150053	27.8	LB;LB;.	Benign/Likely_benign
MERTK	NM_006343.3	c.1397G>A	Benign FAF >5% [ClinVar agrees]	0.0	-1.643	0.046;0.046;.		0.652974	0.006	LB;LB;.	Benign
MERTK	NM_006343.3	c.1493A>G	Benign FAF >5% [ClinVar agrees]	0.002	-0.091	0.145;0.145;.		0.0628941	1.086	LB;LB;.	Benign
MERTK	NM_006343.3	c.1552A>G	Benign FAF >5% [ClinVar agrees]	0.0	-0.677	0.074;0.074;.		0.653042	0.166	LB;LB;.	Benign
MERTK	NM_006343.3	c.2190-777C>T	Likely_benign FAF >0.1%, REVEL <0.29, SpliceAI<=0.1	0.0	-0.387	0.116		0.00118637	4.213	LB	
MERTK	NM_006343.3	c.2608G>A	Benign FAF >5% [ClinVar agrees]	0.002	0.29	0.076;0.076;.;0.076		0.182042	0.324	LB;LB;.;LB	Benign
MITF	NM_000248.3	c.924A>C	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.086	-0.586				14.55		
MITF	NM_000248.3	c.924A>G	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.086	-0.586				14.14		
MITF	NM_000248.3	c.924A>T	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.086	-0.586				14.61		
MITF	NM_000248.3	c.933G>C	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.969	0.196				4.982		
MITF	NM_000248.3	c.933G>T	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.969	0.196				5.037		
MLH3	NM_001040108.1	c.3828-15A>T	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0, PhyloP<0.1, intronic_ROI(-15)	0.003	-0.216	.;.			10.81	.;.	
MLH3	NM_001040108.1	c.3828-15A>G	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0, PhyloP<0.1, intronic_ROI(-15)	0.003	-0.216	.;.			10.62	.;.	
MLH3	NM_001040108.1	c.3828-15A>C	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0, PhyloP<0.1, intronic_ROI(-15) [ClinVar agrees]	0.003	-0.216	.;.		0.000135770	10.71	.;.	Likely_benign
MLH3	NM_001040108.1	c.2825C>T	Benign FAF >5% [ClinVar agrees]	0.0	0.879	.;0.187;.;.;.;.;.;.;.;0.187;.;.		0.0525247	11.24	LB;LB;.;.;.;.;.;.;.;LB;.;.	Benign/Likely_benign
MLH3	NM_001040108.1	c.2531C>T	Benign FAF >5% [ClinVar agrees]	0.128	1.889	.;0.114;.;.;.;.;.;.;.;0.114;.;.		0.477188	11.8	LB;LB;.;.;.;.;.;.;.;LB;.;.	Benign
MLH3	NM_001040108.1	c.2476A>G	Benign FAF >5% [ClinVar agrees]	0.0	0.319	.;0.139;.;.;.;.;.;.;.;0.139;.;.		0.998445	0.404	LB;LB;.;.;.;.;.;.;.;LB;.;.	Benign
MLH3	NM_001040108.1	c.2390G>A	Benign FAF >5% [ClinVar agrees]	0.0	-0.043	.;0.083;.;.;.;.;.;.;.;0.083;.;.		0.0647360	0.104	LB;LB;.;.;.;.;.;.;.;LB;.;.	Benign
MLH3	NM_001040108.1	c.2159A>G	Benign FAF >5% [ClinVar agrees]	0.0	0.084	.;0.024;.;.;.;.;.;.;.;0.024;.;.		0.0961087	1.633	LB;LB;.;.;.;.;.;.;.;LB;.;.	Benign/Likely_benign
MSH3	NM_002439.5	c.235A>G	Benign FAF >5%	0.0	-0.243	.;.;0.242;.;.;.;.;.		0.912853	8.008	.;.;B;.;.;.;.;LB	Benign
MSH3	NM_002439.5	c.237+249A>G	Benign FAF >5% [ClinVar agrees]	0.001	1.144			0.163325	7.321	LB	Benign
MSH3	NM_002439.5	c.2846A>G	Benign FAF >5% [ClinVar agrees]	0.88	0.429	.;.;0.281;.;.;.;.;.;.		0.991776	2.337	.;.;B;.;.;.;.;LB;LB	Benign
MSH3	NM_002439.5	c.3133G>A	Benign FAF >5% [ClinVar agrees]	0.994	1.922	.;.;0.108;.;.;.;.;.;.		0.790363	4.658	.;.;B;.;.;.;.;LB;LB	Benign
MYCN	NM_005378.6	c.-254C>A	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.541	0.904				19.45	LB	
MYCN	NM_005378.6	c.-254C>G	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.541	0.904				19.48	LB	
MYCN	NM_005378.6	c.-251T>A	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.037	-0.06				16.21		
MYCN	NM_005378.6	c.-251T>G	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.037	-0.06				16.27	LB	
MYCN	NM_005378.6	c.-226A>G	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.137	-0.134				14.92	LB	
MYCN	NM_005378.6	c.-226A>T	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.137	-0.134				14.72	A	
MYCN	NM_005378.6	c.-209G>C	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.615	0.84				16.29	LB	
MYCN	NM_005378.6	c.-209G>T	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.615	0.84				16.22	LB	
MYCN	NM_005378.6	c.-196C>G	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.006	0.03				17.33	LB	
MYCN	NM_005378.6	c.-196C>T	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.006	0.03				17.59		
MYCN	NM_005378.6	c.-188C>A	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.044	-0.342				16.45	LB	
MYCN	NM_005378.6	c.-188C>G	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.044	-0.342				16.49	LB	
MYCN	NM_005378.6	c.-149A>C	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.001	0.477				14.05	LB	
MYCN	NM_005378.6	c.-149A>T	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.001	0.477				13.99	LB	
MYCN	NM_005378.6	c.-137T>A	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.078	-0.2				14.75	LB	
MYCN	NM_005378.6	c.-137T>G	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.078	-0.2				14.75	LB	
MYCN	NM_005378.6	c.-133C>A	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.274	0.365				15.97	LB	
MYCN	NM_005378.6	c.-133C>G	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.274	0.365				16.09	LB	
MYCN	NM_005378.6	c.-128G>C	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.016	1.084				15.88	LB	
MYCN	NM_005378.6	c.-128G>T	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.016	1.084				15.85	LB	
NTHL1	NM_002528.7	c.687A>T	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.047	-1.479				0.58		
NTHL1	NM_002528.7	c.687A>G	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.047	-1.479				0.384		
NTHL1	NM_002528.7	c.687A>C	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.047	-1.479				0.337		
NTHL1	NM_002528.7	c.686-5A>T	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0, PhyloP<0.1, intronic_ROI(-5)	0.0	-1.589	.;.;.			7.191	.;.;.	
NTHL1	NM_002528.7	c.686-5A>G	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0, PhyloP<0.1, intronic_ROI(-5) [ClinVar agrees]	0.0	-1.589	.;.;.			8.219	.;.;.	Likely_benign
NTHL1	NM_002528.7	c.686-5A>C	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0, PhyloP<0.1, intronic_ROI(-5)	0.0	-1.589	.;.;.			6.362	.;.;.	Uncertain_significance
NTHL1	NM_002528.7	c.531G>T	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.824	-0.051				22.0		
NTHL1	NM_002528.7	c.531G>C	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.824	-0.051				21.9		Uncertain_significance
NTHL1	NM_002528.7	c.531G>A	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0 [ClinVar agrees]	0.824	-0.051				3.854		Likely_benign
NTHL1	NM_002528.7	c.118G>T	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.0	0.127	.;.;.;.			5.326	.;.;.;.	Uncertain_significance
NTHL1	NM_002528.7	c.118G>C	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.0	0.127	.;.;.;.			7.346	.;.;.;.	
NTHL1	NM_002528.7	c.118G>A	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.0	0.127	.;.;.;.			8.021	.;.;.;.	Uncertain_significance
NTHL1	NM_002528.7	c.117A>T	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.001	0.113	.;.;.;.			12.06	.;.;.;.	
NTHL1	NM_002528.7	c.117A>G	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.001	0.113	.;.;.;.			7.264	.;.;.;.	
NTHL1	NM_002528.7	c.117A>C	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.001	0.113	.;.;.;.			12.25	.;.;.;.	Uncertain_significance
NTHL1	NM_002528.7	c.-7G>T	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.0	-0.058	0.023			8.721	B	Uncertain_significance
NTHL1	NM_002528.7	c.-7G>C	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.0	-0.058	0.023			9.179	B	Uncertain_significance
NTHL1	NM_002528.7	c.-10G>T	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.007	2.365	0.112			15.37	B	Uncertain_significance
NTHL1	NM_002528.7	c.-10G>C	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.007	2.365	0.112			15.48	B	
PDGFRA	NM_006206.6	c.-10T>A	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.357	-0.051	0.026			10.26	A	
PDGFRA	NM_006206.6	c.-10T>G	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.357	-0.051	0.021			9.632	A	
PDGFRA	NM_006206.6	c.-6A>G	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.0	-0.831	0.027			6.586	LB	
PDGFRA	NM_006206.6	c.-6A>T	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.0	-0.831				6.402		
PDGFRA	NM_006206.6	c.-4A>C	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.0	0.17	0.030			13.09	LB	
PDGFRA	NM_006206.6	c.-4A>T	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.0	0.17	0.028		1.10900e-05	13.39	LB	Uncertain_significance
PDGFRA	NM_006206.6	c.1019G>A	Benign FAF >5% [ClinVar agrees]	1.0	2.914	.;.;.;.;.;0.115;.;.;.;.;.;.;.;.		0.0508919	15.92	.;.;.;.;.;B;.;.;.;.;.;.;.;.	Benign
PDGFRA	NM_006206.6	c.1432T>C	Benign FAF >5% [ClinVar agrees]	0.0	-1.151	.;.;.;.;.;0.088;.;.;.;.;.;.;.;.		0.252960	1.048	.;.;.;.;.;B;.;.;.;.;.;.;.;.	Benign
POLH	NM_006502.3	c.1939A>T	Benign FAF >5% [ClinVar agrees]	0.997	2.897	.;.;.;0.141		0.312213	18.51	.;.;.;B	Benign
POT1	NM_015450.3	c.1701G>T	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.941	-0.136				23.2		
POT1	NM_015450.3	c.1701G>C	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.941	-0.136			2.80000e-07	22.0		Uncertain_significance
POT1	NM_015450.3	c.1701G>A	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.941	-0.136				17.13		
POT1	NM_015450.3	c.548T>G	Benign FAF >5%	1.0	7.212	0.748;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.		0.0626120	25.5	.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;LP;P;LP;LP	Benign
RAD51	NM_002875.5	c.516G>A	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.635	-0.21				8.364		
RAD51	NM_002875.5	c.516G>C	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.635	-0.21				6.518		
RAD51	NM_002875.5	c.516G>T	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.635	-0.21				8.611		
RAD51	NM_002875.5	c.933C>A	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0 [ClinVar agrees]	0.994	0.398	0.091		1.24000e-06	12.22	LB	
RAD51	NM_002875.5	c.945C>G	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.205	-0.488	0.100			34.0	LB	
RAD51	NM_002875.5	c.945C>T	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0 [ClinVar agrees]	0.205	-0.488			0.000673480	5.138		Likely_benign
RAD51	NM_002875.5	c.954C>A	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.0	-1.886	0.154			4.772	LB	
RAD51	NM_002875.5	c.954C>G	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.0	-1.886	0.097			4.936	LB	
REST	NM_005612.5	c.303T>A	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.543	-0.504				8.466		
REST	NM_005612.5	c.303T>C	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.543	-0.504				4.478		
REST	NM_005612.5	c.303T>G	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.543	-0.504				9.033		
REST	NM_005612.5	c.696A>C	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.954	-0.006				9.11		
REST	NM_005612.5	c.696A>G	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.954	-0.006				9.067		
REST	NM_005612.5	c.696A>T	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.954	-0.006				9.32		
REST	NM_005612.5	c.1876G>A	Benign FAF >5% [ClinVar agrees]	0.0	-1.087	.;0.016;.;.;.;.;.;.;.;.		0.240296	0.547	.;LB;.;.;.;.;.;.;.;.	Benign
REST	NM_005612.5	c.2076G>T	Benign FAF >5% [ClinVar agrees]	0.002	0.278	.;0.071;.;.;.;.;.;.;.;.		0.0894226	7.402	.;LB;.;.;.;.;.;.;.;.	Benign
