gene	transcript	hgvs_c	classification	PhastCons100way	PhyloP100way	REVEL	SpliceAI_masked	FAF95_grpmax	CADD_phred	AlphaMissense_pred	ClinVar_sig
FANCD2	NM_033084.5	c.4344T>A	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.003	0.627	0.067			12.34	LB	
FANCD2	NM_033084.5	c.4344T>G	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.003	0.627	0.067			12.55	LB	
FANCD2	NM_033084.5	c.4353C>A	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.0	-0.639	0.039			4.773	LB	
FANCD2	NM_033084.5	c.4353C>G	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.0	-0.639	0.039			4.997	LB	
FANCD2	NM_033084.5	c.4354A>G	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.0	0.718	0.125			11.99	LB	
FANCD2	NM_033084.5	c.4354A>T	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.0	0.718				11.67		
FANCD2	NM_033084.5	c.4356A>C	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.0	-0.17	0.150			5.667	LB	
FANCD2	NM_033084.5	c.4356A>T	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.0	-0.17	0.150			6.006	LB	
FANCD2	NM_033084.5	c.4360T>A	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.004	1.032	0.072			9.035	LB	
FANCD2	NM_033084.5	c.4360T>G	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.004	1.032	0.064			9.13	LB	
FANCD2	NM_033084.5	c.4362G>C	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.0	-0.513	0.123			3.74	LB	
FANCD2	NM_033084.5	c.4362G>T	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.0	-0.513	0.123			3.653	LB	
FANCD2	NM_033084.5	c.4371T>A	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.001	-0.21				3.015		
FANCD2	NM_033084.5	c.4371T>G	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.001	-0.21				3.357		
FANCD2	NM_033084.5	c.4377T>A	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.0	0.035				9.073		
FANCD2	NM_033084.5	c.4377T>G	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.0	0.035				8.718		
FANCD2	NM_033084.5	c.4380T>A	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.0	0.024				10.13		
FANCD2	NM_033084.5	c.4380T>G	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.0	0.024	0.062			7.903	LB	
FANCD2	NM_033084.5	c.4383A>C	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.0	-0.853	0.020			0.305	LB	
FANCD2	NM_033084.5	c.4383A>T	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.0	-0.853	0.020			0.326	LB	
FANCD2	NM_033084.5	c.4390C>A	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.15	1.027	0.072			16.89	LB	
FANCD2	NM_033084.5	c.4390C>G	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.15	1.027	0.051			12.19	LB	
FANCD2	NM_033084.5	c.4395C>A	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.0	-1.355				5.622		
FANCD2	NM_033084.5	c.4395C>G	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.0	-1.355	0.081			3.832	LB	
FANCD2	NM_033084.5	c.4396C>A	Likely_benign FAF >0.1%, REVEL <0.29, SpliceAI<=0.1	0.0	0.183	0.031		0.00575759	10.1	LB	Benign/Likely_benign
FANCD2	NM_033084.5	c.4401T>A	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.002	1.109	0.052			12.96	A	
FANCD2	NM_033084.5	c.4401T>G	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.002	1.109	0.052			13.11	A	
FANCD2	NM_033084.5	c.4407C>A	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.0	-0.11	0.069		2.80000e-07	8.872	LB	
FANCD2	NM_033084.5	c.4407C>G	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.0	-0.11	0.069			9.004	LB	
FANCD2	NM_033084.5	c.4415A>C	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.115	3.244				12.0		
FANCD2	NM_033084.5	c.4415A>T	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.115	3.244				15.28		
FANCD2	NM_033084.5	c.4416A>C	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.006	0.068				3.062		
FANCD2	NM_033084.5	c.4416A>T	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.006	0.068				2.936		
FANCE	NM_021922.3	c.611C>T	Benign FAF >5%	0.001	0.589	.;.;.;.;.;.;0.151;.;.;.;.;.;.;.;.		0.0954998	19.54	.;.;.;.;.;.;B;.;.;.;.;.;.;.;.	Benign/Likely_benign
FANCE	NM_021922.3	c.970-5A>C	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0, PhyloP<0.1, intronic_ROI(-5)	0.002	-0.448	.;.			5.238	.;.	
FANCE	NM_021922.3	c.970-5A>G	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0, PhyloP<0.1, intronic_ROI(-5)	0.002	-0.448	.;.			19.06	.;.	
FANCE	NM_021922.3	c.970-5A>T	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0, PhyloP<0.1, intronic_ROI(-5)	0.002	-0.448	.;.			5.315	.;.	
FANCE	NM_021922.3	c.989A>C	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.918	1.993	.;.;.;.			26.4	.;.;.;.	
FANCE	NM_021922.3	c.989A>G	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.918	1.993	.;.;.;.			18.03	.;.;.;.	
FANCE	NM_021922.3	c.989A>T	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.918	1.993	.;.;.;.			23.3	.;.;.;.	
FANCE	NM_021922.3	c.990G>A	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.927	0.402	.;.;.;.			18.75	.;.;.;.	
FANCE	NM_021922.3	c.990G>C	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.927	0.402	.;.;.;.			25.5	.;.;.;.	
FANCE	NM_021922.3	c.990G>T	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.927	0.402	.;.;.;.			25.7	.;.;.;.	
FANCE	NM_021922.3	c.995A>C	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.998	0.482	.;.			21.6	.;.	
FANCE	NM_021922.3	c.995A>G	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.998	0.482	.;.			15.22	.;.	
FANCE	NM_021922.3	c.995A>T	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.998	0.482	.;.			21.3	.;.	
FANCE	NM_021922.3	c.1304T>A	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.003	-0.008			1.06200e-05	16.3		
FANCE	NM_021922.3	c.1304T>C	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.003	-0.008				8.773		
FANCE	NM_021922.3	c.1304T>G	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.003	-0.008				15.61		
FANCE	NM_021922.3	c.1504G>A	Benign FAF >5%	0.379	1.052	.;.;.;.;0.050;.;.;.;.;.;.		0.365214	17.52	.;.;.;.;B;.;.;.;.;.;.	Benign
FANCE	NM_021922.3	c.1514C>A	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.968	1.779				23.7		
FANCE	NM_021922.3	c.1514C>G	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.968	1.779				24.2		
FANCE	NM_021922.3	c.1519A>C	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.019	-0.011				11.9		
FANCE	NM_021922.3	c.1519A>T	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.019	-0.011				13.51		
FANCE	NM_021922.3	c.1525A>C	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.998	3.042			8.00000e-07	9.743		Likely_benign
FANCE	NM_021922.3	c.1525A>T	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.998	3.042				24.0		
FANCF	NM_022725.4	c.1125G>T	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.0	0.011				1.803		
FANCF	NM_022725.4	c.1125G>C	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.0	0.011				1.909		
FANCF	NM_022725.4	c.1116T>G	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.0	-0.026	0.006			11.54	B	
FANCF	NM_022725.4	c.1116T>A	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.0	-0.026	0.006			11.46	B	
FANCF	NM_022725.4	c.1104C>G	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.002	0.19	0.023			10.32	B	
FANCF	NM_022725.4	c.1104C>A	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.002	0.19	0.023			10.21	B	
FANCF	NM_022725.4	c.1095G>T	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.0	-1.305	0.075			1.693	B	
FANCF	NM_022725.4	c.1095G>C	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.0	-1.305	0.075			1.829	B	
FANCF	NM_022725.4	c.1093T>G	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.009	0.58	0.026			8.728	B	
FANCF	NM_022725.4	c.1093T>A	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.009	0.58	0.057			14.46	B	
FANCF	NM_022725.4	c.1089A>T	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.016	0.772	0.022			6.872	B	
FANCF	NM_022725.4	c.1089A>C	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.016	0.772	0.022		6.80000e-07	7.004	B	Uncertain_significance
FANCF	NM_022725.4	c.1086A>T	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.0	-0.322	0.025			3.314	B	
FANCF	NM_022725.4	c.1086A>C	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.0	-0.322	0.025			3.371	B	
FANCF	NM_022725.4	c.1084A>T	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.0	0.245				33.0		
FANCF	NM_022725.4	c.1084A>G	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.0	0.245	0.027			9.716	B	
FANCF	NM_022725.4	c.1083A>T	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.0	-0.73	0.015			13.32	B	
FANCF	NM_022725.4	c.1083A>C	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.0	-0.73	0.015			13.39	B	
FANCF	NM_022725.4	c.1080G>T	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.0	-0.139	0.005			1.403	B	
FANCF	NM_022725.4	c.1080G>C	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.0	-0.139	0.005			1.412	B	
FANCF	NM_022725.4	c.1078A>T	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.0	0.394	0.041			20.3	B	
FANCF	NM_022725.4	c.1078A>G	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.0	0.394	0.017		1.24000e-06	9.171	B	Uncertain_significance
FANCF	NM_022725.4	c.1077T>G	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.001	1.212	0.048			7.304	A	
FANCF	NM_022725.4	c.1077T>A	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.001	1.212	0.048			7.19	A	
FANCF	NM_022725.4	c.1068T>G	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.0	-0.869	0.007			0.688	B	
FANCF	NM_022725.4	c.1068T>A	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.0	-0.869	0.007			0.649	B	
FANCF	NM_022725.4	c.1056A>T	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.002	-0.819	0.155			11.84	B	
FANCF	NM_022725.4	c.1056A>C	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.002	-0.819	0.155		1.56700e-05	11.94	B	Uncertain_significance
FANCF	NM_022725.4	c.1054T>G	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.0	-1.367	0.010			3.209	B	
FANCF	NM_022725.4	c.1054T>A	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.0	-1.367	0.016			5.172	B	
FANCF	NM_022725.4	c.1053A>T	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.104	1.065	0.115			20.5	B	
FANCF	NM_022725.4	c.1053A>C	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.104	1.065	0.115			20.6	B	
FANCF	NM_022725.4	c.1051T>G	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.002	-0.131	0.146			17.29	B	
FANCF	NM_022725.4	c.1051T>A	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.002	-0.131	0.132			17.7	B	
FANCF	NM_022725.4	c.1035C>G	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.998	1.379	0.521			23.7	P	
FANCF	NM_022725.4	c.1035C>A	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.998	1.379	0.523			23.6	P	
FANCF	NM_022725.4	c.1020A>T	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.871	0.304	0.011			19.73	B	
FANCF	NM_022725.4	c.1020A>C	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.871	0.304	0.011			19.74	B	
FANCF	NM_022725.4	c.1017T>G	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.021	-0.375	0.198			15.25	P	
FANCF	NM_022725.4	c.1017T>A	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.021	-0.375	0.198			15.21	P	
FANCF	NM_022725.4	c.1014T>G	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.995	0.332	0.096			18.8	P	
FANCF	NM_022725.4	c.1014T>A	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.995	0.332	0.096			18.76	P	
FANCF	NM_022725.4	c.1008T>G	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.997	0.351	0.131		7.90000e-07	18.41	P	
FANCF	NM_022725.4	c.1008T>A	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.997	0.351	0.133			18.34	P	
FANCF	NM_022725.4	c.1005G>T	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.002	-0.338	0.044			18.27	B	
FANCF	NM_022725.4	c.1005G>C	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.002	-0.338	0.044			18.34	B	
FANCF	NM_022725.4	c.999A>T	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.001	-0.434	0.052			17.56	P	
FANCF	NM_022725.4	c.999A>C	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.001	-0.434	0.052			17.63	P	
FANCF	NM_022725.4	c.996T>G	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.0	-0.404	0.133			2.047	B	
FANCF	NM_022725.4	c.996T>A	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.0	-0.404				26.6		
FANCF	NM_022725.4	c.990G>T	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.0	-0.229	0.013			3.943	B	
FANCF	NM_022725.4	c.990G>C	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.0	-0.229	0.013			4.164	B	
FANCF	NM_022725.4	c.985C>G	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.224	1.071	0.152			17.78	B	
FANCF	NM_022725.4	c.985C>A	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.224	1.071	0.156			18.53	B	
FANCF	NM_022725.4	c.976C>G	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.002	1.238	0.024			15.33	B	
FANCF	NM_022725.4	c.976C>A	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.002	1.238	0.035			15.61	B	
FANCF	NM_022725.4	c.972A>T	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.0	-0.678	0.026			15.51	B	
FANCF	NM_022725.4	c.972A>C	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.0	-0.678	0.026			15.64	B	
FANCF	NM_022725.4	c.970A>G	Likely_benign FAF >0.1%, REVEL <0.29, SpliceAI<=0.1	0.0	0.433	0.045		0.00140604	7.731	B	Conflicting_classifications_of_pathogenicity
FANCF	NM_022725.4	c.969T>G	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.0	-1.452	0.009		2.80000e-07	1.491	B	Uncertain_significance
FANCF	NM_022725.4	c.969T>A	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.0	-1.452	0.009			1.385	B	
FANCF	NM_022725.4	c.966A>T	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.0	-0.87	0.049			18.07	P	
FANCF	NM_022725.4	c.966A>C	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.0	-0.87	0.049			17.81	P	
FANCF	NM_022725.4	c.961C>G	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.491	1.332	0.180		2.80000e-07	22.3	B	
FANCF	NM_022725.4	c.961C>A	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.491	1.332	0.218			23.0	B	
FANCF	NM_022725.4	c.959C>T	Likely_benign FAF >0.1%, REVEL <0.29, SpliceAI<=0.1	0.035	0.912	0.096		0.0178125	18.42	B	Benign/Likely_benign
FANCF	NM_022725.4	c.948G>T	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.888	1.647	0.049			19.61	B	
FANCF	NM_022725.4	c.948G>C	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.888	1.647	0.049			19.73	B	
FANCF	NM_022725.4	c.945T>G	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.008	-0.668	0.134			14.08	B	
FANCF	NM_022725.4	c.945T>A	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.008	-0.668				32.0		
FANCF	NM_022725.4	c.939C>G	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.989	1.015	0.148			19.67	P	
FANCF	NM_022725.4	c.939C>A	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.989	1.015	0.148			19.62	P	
FANCF	NM_022725.4	c.936A>T	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.0	-1.476	0.033		0.000324060	8.349	B	Uncertain_significance
FANCF	NM_022725.4	c.936A>C	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.0	-1.476	0.033			8.493	B	
FANCF	NM_022725.4	c.933T>G	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.082	0.076	0.130			17.48	P	
FANCF	NM_022725.4	c.933T>A	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.082	0.076	0.130			17.26	P	
FANCF	NM_022725.4	c.930G>T	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.18	0.117	0.199			15.75	P	
FANCF	NM_022725.4	c.930G>C	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.18	0.117	0.199			15.73	P	
FANCF	NM_022725.4	c.928A>T	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.002	-0.169	0.192			18.98	B	
FANCF	NM_022725.4	c.928A>G	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.002	-0.169	0.235			14.78	A	
FANCF	NM_022725.4	c.927T>G	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.001	0.416	0.025			6.032	B	
FANCF	NM_022725.4	c.927T>A	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.001	0.416	0.025			6.247	B	
FANCF	NM_022725.4	c.924C>G	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.0	-0.378	0.009		1.77300e-05	1.881	B	
FANCF	NM_022725.4	c.924C>A	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.0	-0.378	0.009			1.281	B	Uncertain_significance
FANCF	NM_022725.4	c.921G>T	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.051	0.471	0.147			20.1	A	Uncertain_significance
FANCF	NM_022725.4	c.921G>C	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.051	0.471	0.147			20.6	A	
FANCF	NM_022725.4	c.919T>G	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.0	-1.178	0.266			10.69	B	
FANCF	NM_022725.4	c.919T>A	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.0	-1.178	0.278			12.74	B	Uncertain_significance
FANCF	NM_022725.4	c.918G>T	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.041	0.21	0.030			19.41	B	
FANCF	NM_022725.4	c.918G>C	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.041	0.21	0.030			19.25	B	
FANCF	NM_022725.4	c.915G>T	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.442	-0.312	0.105			15.76	B	
FANCF	NM_022725.4	c.915G>C	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.442	-0.312	0.105			15.71	B	
FANCF	NM_022725.4	c.903T>G	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.0	-2.149	0.044			0.181	B	
FANCF	NM_022725.4	c.903T>A	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.0	-2.149	0.044			0.175	B	
FANCF	NM_022725.4	c.900A>T	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.0	-3.578	0.035			2.371	B	
FANCF	NM_022725.4	c.900A>C	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.0	-3.578	0.035			2.521	B	
FANCF	NM_022725.4	c.894G>T	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.0	0.121	0.033			11.88	B	
FANCF	NM_022725.4	c.894G>C	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.0	0.121	0.033			11.97	B	
FANCF	NM_022725.4	c.883G>A	Likely_benign FAF >0.1%, REVEL <0.29, SpliceAI<=0.1	0.006	-0.109	0.036		0.0143955	12.7	B	Benign/Likely_benign
FANCF	NM_022725.4	c.873A>T	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.0	-0.977	0.038			15.11	B	
FANCF	NM_022725.4	c.873A>C	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.0	-0.977	0.037			15.21	B	
FANCF	NM_022725.4	c.870G>T	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.0	-0.01	0.088			12.74	A	
FANCF	NM_022725.4	c.870G>C	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.0	-0.01	0.088			12.81	A	
FANCF	NM_022725.4	c.861T>G	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.985	-0.004				35.0		
FANCF	NM_022725.4	c.861T>A	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.985	-0.004				35.0		
FANCF	NM_022725.4	c.858C>G	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.925	0.924	0.041			16.46	B	Uncertain_significance
FANCF	NM_022725.4	c.858C>A	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.925	0.924	0.041			16.39	B	
FANCF	NM_022725.4	c.855G>T	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.998	3.14	0.174			24.6	A	
FANCF	NM_022725.4	c.855G>C	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.998	3.14	0.174			24.6	A	
FANCF	NM_022725.4	c.853T>G	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.97	1.731	0.188			23.4	A	
FANCF	NM_022725.4	c.853T>A	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.97	1.731	0.197			23.8	B	
FANCF	NM_022725.4	c.849A>T	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.0	-3.521	0.082			0.112	B	
FANCF	NM_022725.4	c.849A>C	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.0	-3.521	0.082		4.28400e-05	0.118	B	Uncertain_significance
FANCF	NM_022725.4	c.840C>G	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.072	0.148	0.087			12.75	B	
FANCF	NM_022725.4	c.840C>A	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.072	0.148	0.087			12.63	B	
FANCF	NM_022725.4	c.832C>G	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.992	2.01	0.235			24.0	A	
FANCF	NM_022725.4	c.832C>A	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.992	2.01	0.224			24.4	A	
FANCF	NM_022725.4	c.829C>G	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.706	0.891	0.014			19.98	B	Uncertain_significance
FANCF	NM_022725.4	c.829C>A	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.706	0.891	0.036			23.2	B	
FANCF	NM_022725.4	c.823C>G	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.033	0.36	0.125			19.33	B	
FANCF	NM_022725.4	c.823C>A	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.033	0.36	0.096			20.1	B	
FANCF	NM_022725.4	c.822T>G	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.001	-1.167				29.0		
FANCF	NM_022725.4	c.822T>A	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.001	-1.167				29.0		
FANCF	NM_022725.4	c.808C>G	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.082	0.727	0.065			17.73	B	
FANCF	NM_022725.4	c.808C>A	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.082	0.727	0.094			21.0	B	
FANCF	NM_022725.4	c.801C>G	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.008	-0.538	0.033			14.25	A	
FANCF	NM_022725.4	c.801C>A	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.008	-0.538	0.033		1.22000e-05	14.3	A	Uncertain_significance
FANCF	NM_022725.4	c.795C>G	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.004	0.302	0.022			16.78	B	
FANCF	NM_022725.4	c.795C>A	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.004	0.302	0.022		2.47000e-06	16.19	B	Uncertain_significance
FANCF	NM_022725.4	c.786A>T	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.0	-3.143	0.021			0.558	B	
FANCF	NM_022725.4	c.786A>C	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.0	-3.143	0.021			0.594	B	
FANCF	NM_022725.4	c.784T>G	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.028	1.881	0.039		1.24000e-06	16.69	B	
FANCF	NM_022725.4	c.784T>A	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.028	1.881	0.053			17.33	B	
FANCF	NM_022725.4	c.780G>T	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.0	-1.391	0.192			13.91	A	
FANCF	NM_022725.4	c.780G>C	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.0	-1.391	0.192			13.9	A	
FANCF	NM_022725.4	c.778T>G	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.0	-0.212	0.069			8.394	B	
